letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation,category
A,alpha3,eta9,split,same,pro,cw,+,w,ne,pro,cw,+,e,n,1
A,alpha3,zeta15,split,same,pro,cw,+,w,ne,pro,cw,-,e,w,1
A,alpha3,eta1,split,same,pro,cw,-,w,nw,pro,cw,+,e,n,1
A,alpha3,eta15,split,same,pro,cw,-,w,nw,pro,cw,-,e,w,1
A,alpha5,zeta9,split,same,pro,cw,+,n,se,pro,cw,+,s,n,1
A,alpha5,zeta7,split,same,pro,cw,+,n,se,pro,cw,-,s,w,1
A,alpha5,eta9,split,same,pro,cw,-,n,ne,pro,cw,+,s,n,1
A,alpha5,zeta15,split,same,pro,cw,-,n,ne,pro,cw,-,s,w,1
A,alpha7,zeta1,split,same,pro,cw,+,e,sw,pro,cw,+,w,n,1
A,alpha7,eta7,split,same,pro,cw,+,e,sw,pro,cw,-,w,w,1
A,alpha7,zeta9,split,same,pro,cw,-,e,se,pro,cw,+,w,n,1
A,alpha7,zeta7,split,same,pro,cw,-,e,se,pro,cw,-,w,w,1
A,alpha1,eta1,split,same,pro,cw,+,s,nw,pro,cw,+,n,n,1
A,alpha1,eta15,split,same,pro,cw,+,s,nw,pro,cw,-,n,w,1
A,alpha1,zeta1,split,same,pro,cw,-,s,sw,pro,cw,+,n,n,1
A,alpha1,eta7,split,same,pro,cw,-,s,sw,pro,cw,-,n,w,1
A,alpha7,eta9,split,same,pro,ccw,+,e,ne,pro,ccw,+,w,n,1
A,alpha7,zeta15,split,same,pro,ccw,+,e,ne,pro,ccw,-,w,w,1
A,alpha7,eta1,split,same,pro,ccw,-,e,nw,pro,ccw,+,w,n,1
A,alpha7,eta15,split,same,pro,ccw,-,e,nw,pro,ccw,-,w,w,1
A,alpha1,zeta9,split,same,pro,ccw,+,s,se,pro,ccw,+,n,n,1
A,alpha1,zeta7,split,same,pro,ccw,+,s,se,pro,ccw,-,n,w,1
A,alpha1,eta9,split,same,pro,ccw,-,s,ne,pro,ccw,+,n,n,1
A,alpha1,zeta15,split,same,pro,ccw,-,s,ne,pro,ccw,-,n,w,1
A,alpha5,eta1,split,same,pro,ccw,+,n,nw,pro,ccw,+,s,n,1
A,alpha5,eta15,split,same,pro,ccw,+,n,nw,pro,ccw,-,s,w,1
A,alpha5,zeta1,split,same,pro,ccw,-,n,sw,pro,ccw,+,s,n,1
A,alpha5,eta7,split,same,pro,ccw,-,n,sw,pro,ccw,-,s,w,1
A,alpha3,zeta1,split,same,pro,ccw,+,w,sw,pro,ccw,+,e,n,1
A,alpha3,eta7,split,same,pro,ccw,+,w,sw,pro,ccw,-,e,w,1
A,alpha3,zeta9,split,same,pro,ccw,-,w,se,pro,ccw,+,e,n,1
A,alpha3,zeta7,split,same,pro,ccw,-,w,se,pro,ccw,-,e,w,1
B,alpha3,eta9,split,same,anti,ccw,+,w,ne,anti,ccw,+,e,n,1
B,alpha3,zeta15,split,same,anti,ccw,+,w,ne,anti,ccw,-,e,w,1
B,alpha3,eta1,split,same,anti,ccw,-,w,nw,anti,ccw,+,e,n,1
B,alpha3,eta15,split,same,anti,ccw,-,w,nw,anti,ccw,-,e,w,1
B,alpha5,zeta9,split,same,anti,ccw,+,n,se,anti,ccw,+,s,n,1
B,alpha5,zeta7,split,same,anti,ccw,+,n,se,anti,ccw,-,s,w,1
B,alpha5,eta9,split,same,anti,ccw,-,n,ne,anti,ccw,+,s,n,1
B,alpha5,zeta15,split,same,anti,ccw,-,n,ne,anti,ccw,-,s,w,1
B,alpha7,zeta1,split,same,anti,ccw,+,e,sw,anti,ccw,+,w,n,1
B,alpha7,eta7,split,same,anti,ccw,+,e,sw,anti,ccw,-,w,w,1
B,alpha7,zeta9,split,same,anti,ccw,-,e,se,anti,ccw,+,w,n,1
B,alpha7,zeta7,split,same,anti,ccw,-,e,se,anti,ccw,-,w,w,1
B,alpha1,eta1,split,same,anti,ccw,+,s,nw,anti,ccw,+,n,n,1
B,alpha1,eta15,split,same,anti,ccw,+,s,nw,anti,ccw,-,n,w,1
B,alpha1,zeta1,split,same,anti,ccw,-,s,sw,anti,ccw,+,n,n,1
B,alpha1,eta7,split,same,anti,ccw,-,s,sw,anti,ccw,-,n,w,1
B,alpha7,eta9,split,same,anti,cw,+,e,ne,anti,cw,+,w,n,1
B,alpha7,zeta15,split,same,anti,cw,+,e,ne,anti,cw,-,w,w,1
B,alpha7,eta1,split,same,anti,cw,-,e,nw,anti,cw,+,w,n,1
B,alpha7,eta15,split,same,anti,cw,-,e,nw,anti,cw,-,w,w,1
B,alpha1,zeta9,split,same,anti,cw,+,s,se,anti,cw,+,n,n,1
B,alpha1,zeta7,split,same,anti,cw,+,s,se,anti,cw,-,n,w,1
B,alpha1,eta9,split,same,anti,cw,-,s,ne,anti,cw,+,n,n,1
B,alpha1,zeta15,split,same,anti,cw,-,s,ne,anti,cw,-,n,w,1
B,alpha5,eta1,split,same,anti,cw,+,n,nw,anti,cw,+,s,n,1
B,alpha5,eta15,split,same,anti,cw,+,n,nw,anti,cw,-,s,w,1
B,alpha5,zeta1,split,same,anti,cw,-,n,sw,anti,cw,+,s,n,1
B,alpha5,eta7,split,same,anti,cw,-,n,sw,anti,cw,-,s,w,1
B,alpha3,zeta1,split,same,anti,cw,+,w,sw,anti,cw,+,e,n,1
B,alpha3,eta7,split,same,anti,cw,+,w,sw,anti,cw,-,e,w,1
B,alpha3,zeta9,split,same,anti,cw,-,w,se,anti,cw,+,e,n,1
B,alpha3,zeta7,split,same,anti,cw,-,w,se,anti,cw,-,e,w,1
C,alpha3,eta9,split,same,anti,ccw,+,w,ne,pro,cw,+,e,n,1
C,alpha3,zeta15,split,same,anti,ccw,+,w,ne,pro,cw,-,e,w,1
C,alpha3,eta1,split,same,anti,ccw,-,w,nw,pro,cw,+,e,n,1
C,alpha3,eta15,split,same,anti,ccw,-,w,nw,pro,cw,-,e,w,1
C,alpha5,zeta9,split,same,anti,ccw,+,n,se,pro,cw,+,s,n,1
C,alpha5,zeta7,split,same,anti,ccw,+,n,se,pro,cw,-,s,w,1
C,alpha5,eta9,split,same,anti,ccw,-,n,ne,pro,cw,+,s,n,1
C,alpha5,zeta15,split,same,anti,ccw,-,n,ne,pro,cw,-,s,w,1
C,alpha7,zeta1,split,same,anti,ccw,+,e,sw,pro,cw,+,w,n,1
C,alpha7,eta7,split,same,anti,ccw,+,e,sw,pro,cw,-,w,w,1
C,alpha7,zeta9,split,same,anti,ccw,-,e,se,pro,cw,+,w,n,1
C,alpha7,zeta7,split,same,anti,ccw,-,e,se,pro,cw,-,w,w,1
C,alpha1,eta1,split,same,anti,ccw,+,s,nw,pro,cw,+,n,n,1
C,alpha1,eta15,split,same,anti,ccw,+,s,nw,pro,cw,-,n,w,1
C,alpha1,zeta1,split,same,anti,ccw,-,s,sw,pro,cw,+,n,n,1
C,alpha1,eta7,split,same,anti,ccw,-,s,sw,pro,cw,-,n,w,1
C,alpha7,eta9,split,same,anti,cw,+,e,ne,pro,ccw,+,w,n,1
C,alpha7,zeta15,split,same,anti,cw,+,e,ne,pro,ccw,-,w,w,1
C,alpha7,eta1,split,same,anti,cw,-,e,nw,pro,ccw,+,w,n,1
C,alpha7,eta15,split,same,anti,cw,-,e,nw,pro,ccw,-,w,w,1
C,alpha1,zeta9,split,same,anti,cw,+,s,se,pro,ccw,+,n,n,1
C,alpha1,zeta7,split,same,anti,cw,+,s,se,pro,ccw,-,n,w,1
C,alpha1,eta9,split,same,anti,cw,-,s,ne,pro,ccw,+,n,n,1
C,alpha1,zeta15,split,same,anti,cw,-,s,ne,pro,ccw,-,n,w,1
C,alpha5,eta1,split,same,anti,cw,+,n,nw,pro,ccw,+,s,n,1
C,alpha5,eta15,split,same,anti,cw,+,n,nw,pro,ccw,-,s,w,1
C,alpha5,zeta1,split,same,anti,cw,-,n,sw,pro,ccw,+,s,n,1
C,alpha5,eta7,split,same,anti,cw,-,n,sw,pro,ccw,-,s,w,1
C,alpha3,zeta1,split,same,anti,cw,+,w,sw,pro,ccw,+,e,n,1
C,alpha3,eta7,split,same,anti,cw,+,w,sw,pro,ccw,-,e,w,1
C,alpha3,zeta9,split,same,anti,cw,-,w,se,pro,ccw,+,e,n,1
C,alpha3,zeta7,split,same,anti,cw,-,w,se,pro,ccw,-,e,w,1
C,alpha3,eta9,split,same,pro,cw,+,w,ne,anti,ccw,+,e,n,1
C,alpha3,zeta15,split,same,pro,cw,+,w,ne,anti,ccw,-,e,w,1
C,alpha3,eta1,split,same,pro,cw,-,w,nw,anti,ccw,+,e,n,1
C,alpha3,eta15,split,same,pro,cw,-,w,nw,anti,ccw,-,e,w,1
C,alpha5,zeta9,split,same,pro,cw,+,n,se,anti,ccw,+,s,n,1
C,alpha5,zeta7,split,same,pro,cw,+,n,se,anti,ccw,-,s,w,1
C,alpha5,eta9,split,same,pro,cw,-,n,ne,anti,ccw,+,s,n,1
C,alpha5,zeta15,split,same,pro,cw,-,n,ne,anti,ccw,-,s,w,1
C,alpha7,zeta1,split,same,pro,cw,+,e,sw,anti,ccw,+,w,n,1
C,alpha7,eta7,split,same,pro,cw,+,e,sw,anti,ccw,-,w,w,1
C,alpha7,zeta9,split,same,pro,cw,-,e,se,anti,ccw,+,w,n,1
C,alpha7,zeta7,split,same,pro,cw,-,e,se,anti,ccw,-,w,w,1
C,alpha1,eta1,split,same,pro,cw,+,s,nw,anti,ccw,+,n,n,1
C,alpha1,eta15,split,same,pro,cw,+,s,nw,anti,ccw,-,n,w,1
C,alpha1,zeta1,split,same,pro,cw,-,s,sw,anti,ccw,+,n,n,1
C,alpha1,eta7,split,same,pro,cw,-,s,sw,anti,ccw,-,n,w,1
C,alpha7,eta9,split,same,pro,ccw,+,e,ne,anti,cw,+,w,n,1
C,alpha7,zeta15,split,same,pro,ccw,+,e,ne,anti,cw,-,w,w,1
C,alpha7,eta1,split,same,pro,ccw,-,e,nw,anti,cw,+,w,n,1
C,alpha7,eta15,split,same,pro,ccw,-,e,nw,anti,cw,-,w,w,1
C,alpha1,zeta9,split,same,pro,ccw,+,s,se,anti,cw,+,n,n,1
C,alpha1,zeta7,split,same,pro,ccw,+,s,se,anti,cw,-,n,w,1
C,alpha1,eta9,split,same,pro,ccw,-,s,ne,anti,cw,+,n,n,1
C,alpha1,zeta15,split,same,pro,ccw,-,s,ne,anti,cw,-,n,w,1
C,alpha5,eta1,split,same,pro,ccw,+,n,nw,anti,cw,+,s,n,1
C,alpha5,eta15,split,same,pro,ccw,+,n,nw,anti,cw,-,s,w,1
C,alpha5,zeta1,split,same,pro,ccw,-,n,sw,anti,cw,+,s,n,1
C,alpha5,eta7,split,same,pro,ccw,-,n,sw,anti,cw,-,s,w,1
C,alpha3,zeta1,split,same,pro,ccw,+,w,sw,anti,cw,+,e,n,1
C,alpha3,eta7,split,same,pro,ccw,+,w,sw,anti,cw,-,e,w,1
C,alpha3,zeta9,split,same,pro,ccw,-,w,se,anti,cw,+,e,n,1
C,alpha3,zeta7,split,same,pro,ccw,-,w,se,anti,cw,-,e,w,1
D,beta3,eta9,split,opp,pro,ccw,+,e,ne,pro,cw,+,e,n,1
D,beta3,zeta15,split,opp,pro,ccw,+,e,ne,pro,cw,-,e,w,1
D,beta3,eta1,split,opp,pro,ccw,-,e,nw,pro,cw,+,e,n,1
D,beta3,eta15,split,opp,pro,ccw,-,e,nw,pro,cw,-,e,w,1
D,beta5,zeta9,tog,opp,pro,ccw,+,s,se,pro,cw,+,s,n,1
D,beta5,zeta7,tog,opp,pro,ccw,+,s,se,pro,cw,-,s,w,1
D,beta5,eta9,tog,opp,pro,ccw,-,s,ne,pro,cw,+,s,n,1
D,beta5,zeta15,tog,opp,pro,ccw,-,s,ne,pro,cw,-,s,w,1
D,beta7,zeta1,split,opp,pro,ccw,+,w,sw,pro,cw,+,w,n,1
D,beta7,eta7,split,opp,pro,ccw,+,w,sw,pro,cw,-,w,w,1
D,beta7,zeta9,split,opp,pro,ccw,-,w,se,pro,cw,+,w,n,1
D,beta7,zeta7,split,opp,pro,ccw,-,w,se,pro,cw,-,w,w,1
D,beta1,eta1,tog,opp,pro,ccw,+,n,nw,pro,cw,+,n,n,1
D,beta1,eta15,tog,opp,pro,ccw,+,n,nw,pro,cw,-,n,w,1
D,beta1,zeta1,tog,opp,pro,ccw,-,n,sw,pro,cw,+,n,n,1
D,beta1,eta7,tog,opp,pro,ccw,-,n,sw,pro,cw,-,n,w,1
D,beta7,eta9,split,opp,pro,cw,+,w,ne,pro,ccw,+,w,n,1
D,beta7,zeta15,split,opp,pro,cw,+,w,ne,pro,ccw,-,w,w,1
D,beta7,eta1,split,opp,pro,cw,-,w,nw,pro,ccw,+,w,n,1
D,beta7,eta15,split,opp,pro,cw,-,w,nw,pro,ccw,-,w,w,1
D,beta1,zeta9,tog,opp,pro,cw,+,n,se,pro,ccw,+,n,n,1
D,beta1,zeta7,tog,opp,pro,cw,+,n,se,pro,ccw,-,n,w,1
D,beta1,eta9,tog,opp,pro,cw,-,n,ne,pro,ccw,+,n,n,1
D,beta1,zeta15,tog,opp,pro,cw,-,n,ne,pro,ccw,-,n,w,1
D,beta5,eta1,tog,opp,pro,cw,+,s,nw,pro,ccw,+,s,n,1
D,beta5,eta15,tog,opp,pro,cw,+,s,nw,pro,ccw,-,s,w,1
D,beta5,zeta1,tog,opp,pro,cw,-,s,sw,pro,ccw,+,s,n,1
D,beta5,eta7,tog,opp,pro,cw,-,s,sw,pro,ccw,-,s,w,1
D,beta3,zeta1,split,opp,pro,cw,+,e,sw,pro,ccw,+,e,n,1
D,beta3,eta7,split,opp,pro,cw,+,e,sw,pro,ccw,-,e,w,1
D,beta3,zeta9,split,opp,pro,cw,-,e,se,pro,ccw,+,e,n,1
D,beta3,zeta7,split,opp,pro,cw,-,e,se,pro,ccw,-,e,w,1
E,beta3,eta9,split,opp,anti,cw,+,e,ne,anti,ccw,+,e,n,1
E,beta3,zeta15,split,opp,anti,cw,+,e,ne,anti,ccw,-,e,w,1
E,beta3,eta1,split,opp,anti,cw,-,e,nw,anti,ccw,+,e,n,1
E,beta3,eta15,split,opp,anti,cw,-,e,nw,anti,ccw,-,e,w,1
E,beta5,zeta9,tog,opp,anti,cw,+,s,se,anti,ccw,+,s,n,1
E,beta5,zeta7,tog,opp,anti,cw,+,s,se,anti,ccw,-,s,w,1
E,beta5,eta9,tog,opp,anti,cw,-,s,ne,anti,ccw,+,s,n,1
E,beta5,zeta15,tog,opp,anti,cw,-,s,ne,anti,ccw,-,s,w,1
E,beta7,zeta1,split,opp,anti,cw,+,w,sw,anti,ccw,+,w,n,1
E,beta7,eta7,split,opp,anti,cw,+,w,sw,anti,ccw,-,w,w,1
E,beta7,zeta9,split,opp,anti,cw,-,w,se,anti,ccw,+,w,n,1
E,beta7,zeta7,split,opp,anti,cw,-,w,se,anti,ccw,-,w,w,1
E,beta1,eta1,tog,opp,anti,cw,+,n,nw,anti,ccw,+,n,n,1
E,beta1,eta15,tog,opp,anti,cw,+,n,nw,anti,ccw,-,n,w,1
E,beta1,zeta1,tog,opp,anti,cw,-,n,sw,anti,ccw,+,n,n,1
E,beta1,eta7,tog,opp,anti,cw,-,n,sw,anti,ccw,-,n,w,1
E,beta7,eta9,split,opp,anti,ccw,+,w,ne,anti,cw,+,w,n,1
E,beta7,zeta15,split,opp,anti,ccw,+,w,ne,anti,cw,-,w,w,1
E,beta7,eta1,split,opp,anti,ccw,-,w,nw,anti,cw,+,w,n,1
E,beta7,eta15,split,opp,anti,ccw,-,w,nw,anti,cw,-,w,w,1
E,beta1,zeta9,tog,opp,anti,ccw,+,n,se,anti,cw,+,n,n,1
E,beta1,zeta7,tog,opp,anti,ccw,+,n,se,anti,cw,-,n,w,1
E,beta1,eta9,tog,opp,anti,ccw,-,n,ne,anti,cw,+,n,n,1
E,beta1,zeta15,tog,opp,anti,ccw,-,n,ne,anti,cw,-,n,w,1
E,beta5,eta1,tog,opp,anti,ccw,+,s,nw,anti,cw,+,s,n,1
E,beta5,eta15,tog,opp,anti,ccw,+,s,nw,anti,cw,-,s,w,1
E,beta5,zeta1,tog,opp,anti,ccw,-,s,sw,anti,cw,+,s,n,1
E,beta5,eta7,tog,opp,anti,ccw,-,s,sw,anti,cw,-,s,w,1
E,beta3,zeta1,split,opp,anti,ccw,+,e,sw,anti,cw,+,e,n,1
E,beta3,eta7,split,opp,anti,ccw,+,e,sw,anti,cw,-,e,w,1
E,beta3,zeta9,split,opp,anti,ccw,-,e,se,anti,cw,+,e,n,1
E,beta3,zeta7,split,opp,anti,ccw,-,e,se,anti,cw,-,e,w,1
F,beta3,eta9,split,opp,anti,cw,+,e,ne,pro,cw,+,e,n,1
F,beta3,zeta15,split,opp,anti,cw,+,e,ne,pro,cw,-,e,w,1
F,beta3,eta1,split,opp,anti,cw,-,e,nw,pro,cw,+,e,n,1
F,beta3,eta15,split,opp,anti,cw,-,e,nw,pro,cw,-,e,w,1
F,beta5,zeta9,tog,opp,anti,cw,+,s,se,pro,cw,+,s,n,1
F,beta5,zeta7,tog,opp,anti,cw,+,s,se,pro,cw,-,s,w,1
F,beta5,eta9,tog,opp,anti,cw,-,s,ne,pro,cw,+,s,n,1
F,beta5,zeta15,tog,opp,anti,cw,-,s,ne,pro,cw,-,s,w,1
F,beta7,zeta1,split,opp,anti,cw,+,w,sw,pro,cw,+,w,n,1
F,beta7,eta7,split,opp,anti,cw,+,w,sw,pro,cw,-,w,w,1
F,beta7,zeta9,split,opp,anti,cw,-,w,se,pro,cw,+,w,n,1
F,beta7,zeta7,split,opp,anti,cw,-,w,se,pro,cw,-,w,w,1
F,beta1,eta1,tog,opp,anti,cw,+,n,nw,pro,cw,+,n,n,1
F,beta1,eta15,tog,opp,anti,cw,+,n,nw,pro,cw,-,n,w,1
F,beta1,zeta1,tog,opp,anti,cw,-,n,sw,pro,cw,+,n,n,1
F,beta1,eta7,tog,opp,anti,cw,-,n,sw,pro,cw,-,n,w,1
F,beta7,eta9,split,opp,anti,ccw,+,w,ne,pro,ccw,+,w,n,1
F,beta7,zeta15,split,opp,anti,ccw,+,w,ne,pro,ccw,-,w,w,1
F,beta7,eta1,split,opp,anti,ccw,-,w,nw,pro,ccw,+,w,n,1
F,beta7,eta15,split,opp,anti,ccw,-,w,nw,pro,ccw,-,w,w,1
F,beta1,zeta9,tog,opp,anti,ccw,+,n,se,pro,ccw,+,n,n,1
F,beta1,zeta7,tog,opp,anti,ccw,+,n,se,pro,ccw,-,n,w,1
F,beta1,eta9,tog,opp,anti,ccw,-,n,ne,pro,ccw,+,n,n,1
F,beta1,zeta15,tog,opp,anti,ccw,-,n,ne,pro,ccw,-,n,w,1
F,beta5,eta1,tog,opp,anti,ccw,+,s,nw,pro,ccw,+,s,n,1
F,beta5,eta15,tog,opp,anti,ccw,+,s,nw,pro,ccw,-,s,w,1
F,beta5,zeta1,tog,opp,anti,ccw,-,s,sw,pro,ccw,+,s,n,1
F,beta5,eta7,tog,opp,anti,ccw,-,s,sw,pro,ccw,-,s,w,1
F,beta3,zeta1,split,opp,anti,ccw,+,e,sw,pro,ccw,+,e,n,1
F,beta3,eta7,split,opp,anti,ccw,+,e,sw,pro,ccw,-,e,w,1
F,beta3,zeta9,split,opp,anti,ccw,-,e,se,pro,ccw,+,e,n,1
F,beta3,zeta7,split,opp,anti,ccw,-,e,se,pro,ccw,-,e,w,1
F,beta3,eta9,split,opp,pro,ccw,+,e,ne,anti,ccw,+,e,n,1
F,beta3,zeta15,split,opp,pro,ccw,+,e,ne,anti,ccw,-,e,w,1
F,beta3,eta1,split,opp,pro,ccw,-,e,nw,anti,ccw,+,e,n,1
F,beta3,eta15,split,opp,pro,ccw,-,e,nw,anti,ccw,-,e,w,1
F,beta5,zeta9,tog,opp,pro,ccw,+,s,se,anti,ccw,+,s,n,1
F,beta5,zeta7,tog,opp,pro,ccw,+,s,se,anti,ccw,-,s,w,1
F,beta5,eta9,tog,opp,pro,ccw,-,s,ne,anti,ccw,+,s,n,1
F,beta5,zeta15,tog,opp,pro,ccw,-,s,ne,anti,ccw,-,s,w,1
F,beta7,zeta1,split,opp,pro,ccw,+,w,sw,anti,ccw,+,w,n,1
F,beta7,eta7,split,opp,pro,ccw,+,w,sw,anti,ccw,-,w,w,1
F,beta7,zeta9,split,opp,pro,ccw,-,w,se,anti,ccw,+,w,n,1
F,beta7,zeta7,split,opp,pro,ccw,-,w,se,anti,ccw,-,w,w,1
F,beta1,eta1,tog,opp,pro,ccw,+,n,nw,anti,ccw,+,n,n,1
F,beta1,eta15,tog,opp,pro,ccw,+,n,nw,anti,ccw,-,n,w,1
F,beta1,zeta1,tog,opp,pro,ccw,-,n,sw,anti,ccw,+,n,n,1
F,beta1,eta7,tog,opp,pro,ccw,-,n,sw,anti,ccw,-,n,w,1
F,beta7,eta9,split,opp,pro,cw,+,w,ne,anti,cw,+,w,n,1
F,beta7,zeta15,split,opp,pro,cw,+,w,ne,anti,cw,-,w,w,1
F,beta7,eta1,split,opp,pro,cw,-,w,nw,anti,cw,+,w,n,1
F,beta7,eta15,split,opp,pro,cw,-,w,nw,anti,cw,-,w,w,1
F,beta1,zeta9,tog,opp,pro,cw,+,n,se,anti,cw,+,n,n,1
F,beta1,zeta7,tog,opp,pro,cw,+,n,se,anti,cw,-,n,w,1
F,beta1,eta9,tog,opp,pro,cw,-,n,ne,anti,cw,+,n,n,1
F,beta1,zeta15,tog,opp,pro,cw,-,n,ne,anti,cw,-,n,w,1
F,beta5,eta1,tog,opp,pro,cw,+,s,nw,anti,cw,+,s,n,1
F,beta5,eta15,tog,opp,pro,cw,+,s,nw,anti,cw,-,s,w,1
F,beta5,zeta1,tog,opp,pro,cw,-,s,sw,anti,cw,+,s,n,1
F,beta5,eta7,tog,opp,pro,cw,-,s,sw,anti,cw,-,s,w,1
F,beta3,zeta1,split,opp,pro,cw,+,e,sw,anti,cw,+,e,n,1
F,beta3,eta7,split,opp,pro,cw,+,e,sw,anti,cw,-,e,w,1
F,beta3,zeta9,split,opp,pro,cw,-,e,se,anti,cw,+,e,n,1
F,beta3,zeta7,split,opp,pro,cw,-,e,se,anti,cw,-,e,w,1
G,beta3,zeta1,tog,same,pro,cw,+,e,sw,pro,cw,+,e,n,1
G,beta3,eta7,tog,same,pro,cw,+,e,sw,pro,cw,-,e,w,1
G,beta3,zeta9,tog,same,pro,cw,-,e,se,pro,cw,+,e,n,1
G,beta3,zeta7,tog,same,pro,cw,-,e,se,pro,cw,-,e,w,1
G,beta5,eta1,tog,same,pro,cw,+,s,nw,pro,cw,+,s,n,1
G,beta5,eta15,tog,same,pro,cw,+,s,nw,pro,cw,-,s,w,1
G,beta5,zeta1,tog,same,pro,cw,-,s,sw,pro,cw,+,s,n,1
G,beta5,eta7,tog,same,pro,cw,-,s,sw,pro,cw,-,s,w,1
G,beta7,eta9,tog,same,pro,cw,+,w,ne,pro,cw,+,w,n,1
G,beta7,zeta15,tog,same,pro,cw,+,w,ne,pro,cw,-,w,w,1
G,beta7,eta1,tog,same,pro,cw,-,w,nw,pro,cw,+,w,n,1
G,beta7,eta15,tog,same,pro,cw,-,w,nw,pro,cw,-,w,w,1
G,beta1,zeta9,tog,same,pro,cw,+,n,se,pro,cw,+,n,n,1
G,beta1,zeta7,tog,same,pro,cw,+,n,se,pro,cw,-,n,w,1
G,beta1,eta9,tog,same,pro,cw,-,n,ne,pro,cw,+,n,n,1
G,beta1,zeta15,tog,same,pro,cw,-,n,ne,pro,cw,-,n,w,1
G,beta7,zeta1,tog,same,pro,ccw,+,w,sw,pro,ccw,+,w,n,1
G,beta7,eta7,tog,same,pro,ccw,+,w,sw,pro,ccw,-,w,w,1
G,beta7,zeta9,tog,same,pro,ccw,-,w,se,pro,ccw,+,w,n,1
G,beta7,zeta7,tog,same,pro,ccw,-,w,se,pro,ccw,-,w,w,1
G,beta1,eta1,tog,same,pro,ccw,+,n,nw,pro,ccw,+,n,n,1
G,beta1,eta15,tog,same,pro,ccw,+,n,nw,pro,ccw,-,n,w,1
G,beta1,zeta1,tog,same,pro,ccw,-,n,sw,pro,ccw,+,n,n,1
G,beta1,eta7,tog,same,pro,ccw,-,n,sw,pro,ccw,-,n,w,1
G,beta5,zeta9,tog,same,pro,ccw,+,s,se,pro,ccw,+,s,n,1
G,beta5,zeta7,tog,same,pro,ccw,+,s,se,pro,ccw,-,s,w,1
G,beta5,eta9,tog,same,pro,ccw,-,s,ne,pro,ccw,+,s,n,1
G,beta5,zeta15,tog,same,pro,ccw,-,s,ne,pro,ccw,-,s,w,1
G,beta3,eta9,tog,same,pro,ccw,+,e,ne,pro,ccw,+,e,n,1
G,beta3,zeta15,tog,same,pro,ccw,+,e,ne,pro,ccw,-,e,w,1
G,beta3,eta1,tog,same,pro,ccw,-,e,nw,pro,ccw,+,e,n,1
G,beta3,eta15,tog,same,pro,ccw,-,e,nw,pro,ccw,-,e,w,1
H,beta3,zeta1,tog,same,anti,ccw,+,e,sw,anti,ccw,+,e,n,1
H,beta3,eta7,tog,same,anti,ccw,+,e,sw,anti,ccw,-,e,w,1
H,beta3,zeta9,tog,same,anti,ccw,-,e,se,anti,ccw,+,e,n,1
H,beta3,zeta7,tog,same,anti,ccw,-,e,se,anti,ccw,-,e,w,1
H,beta5,eta1,tog,same,anti,ccw,+,s,nw,anti,ccw,+,s,n,1
H,beta5,eta15,tog,same,anti,ccw,+,s,nw,anti,ccw,-,s,w,1
H,beta5,zeta1,tog,same,anti,ccw,-,s,sw,anti,ccw,+,s,n,1
H,beta5,eta7,tog,same,anti,ccw,-,s,sw,anti,ccw,-,s,w,1
H,beta7,eta9,tog,same,anti,ccw,+,w,ne,anti,ccw,+,w,n,1
H,beta7,zeta15,tog,same,anti,ccw,+,w,ne,anti,ccw,-,w,w,1
H,beta7,eta1,tog,same,anti,ccw,-,w,nw,anti,ccw,+,w,n,1
H,beta7,eta15,tog,same,anti,ccw,-,w,nw,anti,ccw,-,w,w,1
H,beta1,zeta9,tog,same,anti,ccw,+,n,se,anti,ccw,+,n,n,1
H,beta1,zeta7,tog,same,anti,ccw,+,n,se,anti,ccw,-,n,w,1
H,beta1,eta9,tog,same,anti,ccw,-,n,ne,anti,ccw,+,n,n,1
H,beta1,zeta15,tog,same,anti,ccw,-,n,ne,anti,ccw,-,n,w,1
H,beta7,zeta1,tog,same,anti,cw,+,w,sw,anti,cw,+,w,n,1
H,beta7,eta7,tog,same,anti,cw,+,w,sw,anti,cw,-,w,w,1
H,beta7,zeta9,tog,same,anti,cw,-,w,se,anti,cw,+,w,n,1
H,beta7,zeta7,tog,same,anti,cw,-,w,se,anti,cw,-,w,w,1
H,beta1,eta1,tog,same,anti,cw,+,n,nw,anti,cw,+,n,n,1
H,beta1,eta15,tog,same,anti,cw,+,n,nw,anti,cw,-,n,w,1
H,beta1,zeta1,tog,same,anti,cw,-,n,sw,anti,cw,+,n,n,1
H,beta1,eta7,tog,same,anti,cw,-,n,sw,anti,cw,-,n,w,1
H,beta5,zeta9,tog,same,anti,cw,+,s,se,anti,cw,+,s,n,1
H,beta5,zeta7,tog,same,anti,cw,+,s,se,anti,cw,-,s,w,1
H,beta5,eta9,tog,same,anti,cw,-,s,ne,anti,cw,+,s,n,1
H,beta5,zeta15,tog,same,anti,cw,-,s,ne,anti,cw,-,s,w,1
H,beta3,eta9,tog,same,anti,cw,+,e,ne,anti,cw,+,e,n,1
H,beta3,zeta15,tog,same,anti,cw,+,e,ne,anti,cw,-,e,w,1
H,beta3,eta1,tog,same,anti,cw,-,e,nw,anti,cw,+,e,n,1
H,beta3,eta15,tog,same,anti,cw,-,e,nw,anti,cw,-,e,w,1
